player_id,player_name,recent_team,season,week,season_type,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,pacr,dakota,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr,special_teams_tds,fantasy_points,fantasy_points_ppr
00-0019596,T.Brady,TB,2021,1,REG,32,50,379,4,2,0,-0,0,0,446,176,22,14.006987331264142,0,0.8497757847533632,0.168449136155643,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,27.16,27.16
00-0019596,T.Brady,TB,2021,2,REG,24,36,276,5,0,3,17,1,1,347,88,14,1.8543642080330756,0,0.7953890489913544,0.11840362298228495,1,6,0,0,0,1,1.2840403866721317,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,29.64,29.64
00-0019596,T.Brady,TB,2021,3,REG,41,55,432,1,0,3,21,1,0,382,238,24,13.163302539915692,0,1.130890052356021,0.13787075900271414,3,14,1,0,0,1,0.5629274345119484,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,28.68,28.68
00-0019596,T.Brady,TB,2021,4,REG,22,43,269,0,0,1,8,0,0,459,109,12,2.2452076453571177,0,0.5860566448801743,0.015135240871623778,4,3,0,0,0,1,1.6620586980134249,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,11.06,11.06
00-0019596,T.Brady,TB,2021,5,REG,30,41,411,5,0,2,15,0,0,421,225,24,28.323593633513028,0,0.9762470308788599,0.3494027360989328,1,13,0,0,0,1,0.865390934081435,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,37.739999999999995,37.739999999999995
00-0019596,T.Brady,TB,2021,6,REG,34,42,297,2,1,0,-0,0,0,283,191,17,13.495770434703445,0,1.0494699646643109,0.24188962658855798,4,1,0,0,0,1,-3.689732155238744,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,17.980000000000004,17.980000000000004
00-0019596,T.Brady,TB,2021,7,REG,20,36,211,4,0,0,-0,0,0,281,75,12,9.262589475397338,0,0.7508896797153025,0.10395990227401111,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,24.439999999999998,24.439999999999998
00-0019596,T.Brady,TB,2021,8,REG,28,40,375,4,2,3,25,1,1,340,205,13,0.9626899479771964,0,1.1029411764705883,0.0912172158397874,1,2,0,0,0,1,0.5013113231398165,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,25.2,25.2
00-0019596,T.Brady,TB,2021,10,REG,23,34,220,2,2,0,-0,0,0,208,113,8,-2.893736566748424,0,1.0576923076923077,0.027084057491789375,1,2,0,0,0,1,2.0381709905341268,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,13,13
00-0019596,T.Brady,TB,2021,11,REG,30,46,307,2,1,0,-0,0,0,344,128,16,6.539577307886393,0,0.8924418604651163,0.105098351838273,1,10,0,0,0,1,1.5303811880294234,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,19.28,19.28
00-0019596,T.Brady,TB,2021,12,REG,25,34,226,1,1,2,9,0,0,199,129,11,-1.315539552459383,0,1.135678391959799,0.08785420210609726,2,2,0,0,0,1,0.0663431974244304,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,11.24,11.24
00-0019596,T.Brady,TB,2021,13,REG,38,51,368,4,1,0,-0,0,0,324,167,22,15.678909607755486,0,1.1358024691358024,0.19381316960616207,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,28.619999999999997,28.619999999999997
00-0019596,T.Brady,TB,2021,14,REG,31,46,363,2,0,2,12,0,0,347,214,13,8.564773943474162,0,1.0461095100864553,0.12505295465132793,7,16,1,0,0,4,1.4493907076539472,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,30.12,30.12
00-0019596,T.Brady,TB,2021,15,REG,26,48,214,0,1,4,30,0,0,399,91,13,-16.391219536675397,0,0.5363408521303258,-0.04704871903999004,1,2,0,1,1,0,-3.7995307486271486,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,4.760000000000001,4.760000000000001
00-0019596,T.Brady,TB,2021,16,REG,18,30,232,1,0,0,-0,0,0,254,83,12,10.969191627366355,0,0.9133858267716536,0.19287065970089495,1,11,0,0,0,1,1.3797265929169953,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,14.379999999999999,14.379999999999999
00-0019596,T.Brady,TB,2021,17,REG,34,50,410,3,1,1,5,0,0,507,155,21,21.967526440392092,0,0.8086785009861933,0.2518810088900627,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,26.4,26.4
00-0019596,T.Brady,TB,2021,18,REG,29,37,326,3,0,1,2,0,0,280,147,15,17.841727344951124,0,1.1642857142857144,0.27889309969782533,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,25.04,25.04
00-0019596,T.Brady,TB,2021,19,POST,29,37,271,2,0,4,28,0,0,167,147,14,8.226544965945209,0,1.622754491017964,0.17403343047856107,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,18.84,18.84
00-0019596,T.Brady,TB,2021,20,POST,30,54,329,1,1,3,21,1,1,429,170,14,-13.955662030788913,0,0.7668997668997669,-0.027880972495005964,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,13.16,13.16
00-0022824,A.Lee,ARI,2021,18,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,1,0,0,1,1,0,-2.512074172787834,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,-2,-2
00-0022924,B.Roethlisberger,PIT,2021,1,REG,18,32,188,1,0,2,11,1,0,196,85,9,-0.8279154689188859,0,0.9591836734693877,0.015420977633575585,4,5,0,0,0,0,-1.411891358322464,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,12.02,12.02
00-0022924,B.Roethlisberger,PIT,2021,2,REG,27,40,295,1,1,2,3,1,0,388,157,13,2.70703791455795,0,0.7603092783505154,0.09149560781509823,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,13.8,13.8
00-0022924,B.Roethlisberger,PIT,2021,3,REG,38,58,318,1,2,4,21,0,0,314,191,16,-8.943385756787512,0,1.0127388535031847,-0.0027149978461452444,1,5,0,0,0,1,0.8610466695390642,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,13.219999999999999,13.219999999999999
00-0022924,B.Roethlisberger,PIT,2021,4,REG,26,40,232,1,1,2,12,1,1,294,111,11,-10.516520136232062,0,0.7891156462585034,0.03294997270839365,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,9.28,9.28
00-0022924,B.Roethlisberger,PIT,2021,5,REG,15,25,253,2,0,1,9,1,1,193,150,12,9.34852731680036,0,1.310880829015544,0.17606282937482526,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,16.02,16.02
00-0022924,B.Roethlisberger,PIT,2021,6,REG,29,40,229,1,0,1,3,1,1,273,106,14,-0.5973251760638707,0,0.8388278388278388,0.056426694980947864,2,-3,0,0,0,0,-8.025740971323103,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,10.86,10.86
00-0022924,B.Roethlisberger,PIT,2021,8,REG,22,34,266,1,0,2,11,0,0,198,181,13,7.54936761224241,0,1.3434343434343434,0.10275814651069068,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,14.64,14.64
00-0022924,B.Roethlisberger,PIT,2021,9,REG,21,30,205,2,0,4,30,0,0,151,103,8,3.9003666440292015,0,1.3576158940397351,0.17971889666914728,2,0,0,0,0,0,-0.4594196690583856,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,16.2,16.2
00-0022924,B.Roethlisberger,PIT,2021,11,REG,28,44,273,3,0,3,28,1,0,325,119,14,0.5242362355912324,0,0.84,0.06363737900465039,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,22.92,22.92
00-0022924,B.Roethlisberger,PIT,2021,12,REG,24,41,263,1,2,3,13,2,1,296,96,15,-14.617871658538254,0,0.8885135135135135,-0.004067214526414488,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,8.52,8.52
00-0022924,B.Roethlisberger,PIT,2021,13,REG,21,31,236,2,0,1,-0,0,0,260,152,11,8.230845617240398,1,0.9076923076923077,0.17152297570086741,1,-1,0,0,0,0,-0.9052041525428649,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,19.339999999999996,19.339999999999996
00-0022924,B.Roethlisberger,PIT,2021,14,REG,28,40,308,3,1,5,39,1,0,293,92,11,-7.983344908059953,1,1.0511945392491469,0.06428406378173412,1,5,0,0,0,1,3.887836052570492,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,24.82,24.82
00-0022924,B.Roethlisberger,PIT,2021,15,REG,16,25,148,0,0,3,15,0,0,118,99,7,-7.6498935342136125,0,1.2542372881355932,-0.01578158466375663,3,0,1,0,0,1,0.7241458087810315,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,11.92,11.92
00-0022924,B.Roethlisberger,PIT,2021,16,REG,23,35,159,1,1,2,21,1,1,190,82,10,-10.630025819071596,0,0.8368421052631579,0.004720167156878636,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,6.359999999999999,6.359999999999999
00-0022924,B.Roethlisberger,PIT,2021,17,REG,24,46,123,1,1,2,14,1,0,283,83,10,-17.463139853376425,0,0.43462897526501765,-0.056194500593307134,1,-1,0,0,0,0,-1.4442655773600563,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,6.82,6.82
00-0022924,B.Roethlisberger,PIT,2021,18,REG,30,44,244,1,1,1,9,0,0,283,125,14,-10.279535192501498,0,0.8621908127208481,0.02395307814214362,3,-4,0,0,0,0,-3.876470724819228,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,11.36,11.36
00-0022924,B.Roethlisberger,PIT,2021,19,POST,29,44,215,2,0,2,14,0,0,320,108,15,-3.630831637128722,0,0.671875,0.030327197245248485,2,-1,0,1,0,0,0.4415488410741091,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,16.5,16.5
00-0023459,Aa.Rodgers,GB,2021,1,REG,15,28,133,0,2,1,11,0,0,244,66,6,-17.03166183710488,0,0.5450819672131147,-0.008262788322703912,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,1.3200000000000003,1.3200000000000003
00-0023459,Aa.Rodgers,GB,2021,2,REG,22,27,255,4,0,3,28,0,0,258,129,16,17.5704846290173,0,0.9883720930232558,0.34113199019359963,4,6,0,0,0,0,0.7046086267218925,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,26.800000000000004,26.800000000000004
00-0023459,Aa.Rodgers,GB,2021,3,REG,23,33,261,2,0,1,8,0,0,354,100,13,7.611549459404431,0,0.7372881355932204,0.2668491118477721,0,0,0,0,0,0,NA,0,1,1,-4,0,0,0,-4,0,0,-1.2434462904930115,0,0,0.03225806451612903,-0.011299435028248588,0.04047749225441954,0,18.04,19.04
00-0023459,Aa.Rodgers,GB,2021,4,REG,20,36,248,2,0,3,12,0,0,344,133,13,3.578705210486456,0,0.7209302325581395,0.053232798679715525,3,2,1,0,0,1,1.4208853865857236,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,24.12,24.12
00-0023459,Aa.Rodgers,GB,2021,5,REG,27,39,344,2,1,2,11,0,0,331,176,16,2.988797811637784,0,1.039274924471299,0.16788463117993463,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,19.759999999999998,19.759999999999998
00-0023459,Aa.Rodgers,GB,2021,6,REG,17,23,195,2,0,3,26,0,0,195,128,10,6.792425695280425,0,1,0.25306815201891775,7,19,1,0,0,3,2.1565131834940985,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,23.7,23.7
00-0023459,Aa.Rodgers,GB,2021,7,REG,27,35,274,3,0,3,27,0,0,210,123,16,10.892633419566874,0,1.3047619047619048,0.22435603411724614,2,17,0,0,0,1,2.40219921793323,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,24.66,24.66
00-0023459,Aa.Rodgers,GB,2021,8,REG,22,37,184,2,0,1,-0,0,0,165,138,10,1.4296646110614804,0,1.1151515151515152,0.020698276229810242,2,3,0,0,0,0,0.5177352863247506,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,15.66,15.66
00-0023459,A.Rodgers,GB,2021,10,REG,23,37,292,0,1,1,5,0,0,232,215,10,1.7057370093119206,0,1.2586206896551724,0.029293765428929638,2,8,0,1,0,1,0.2940352502046153,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,10.48,10.48
00-0023459,A.Rodgers,GB,2021,11,REG,23,33,385,4,0,2,13,1,0,261,217,16,23.260367263276258,0,1.475095785440613,0.2762661271740388,2,21,0,0,0,1,1.0644129359861836,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,33.5,33.5
00-0023459,A.Rodgers,GB,2021,12,REG,28,45,307,2,0,1,-0,0,0,426,165,14,9.349708753229878,0,0.7206572769953051,0.11986586265977345,2,0,1,0,0,1,0.08289016466005705,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,26.28,26.28
00-0023459,A.Rodgers,GB,2021,14,REG,29,37,341,4,0,3,21,0,0,253,169,19,15.845237118060734,0,1.3478260869565217,0.27000765707375424,1,0,0,1,0,0,-0.9678751395549625,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,29.64,29.64
00-0023459,A.Rodgers,GB,2021,15,REG,23,31,268,3,0,3,18,0,0,286,133,20,19.17418219833675,0,0.9370629370629371,0.3150354533239851,4,11,0,0,0,0,-1.432861139299348,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,23.82,23.82
00-0023459,A.Rodgers,GB,2021,16,REG,24,34,202,3,0,0,-0,0,0,177,108,10,5.719875145836468,0,1.1412429378531073,0.11818732675715751,1,-1,0,0,0,0,-1.9977089360763784,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,19.979999999999997,19.979999999999997
00-0023459,A.Rodgers,GB,2021,17,REG,29,38,288,2,0,0,-0,0,0,234,124,15,10.008660482973438,0,1.2307692307692308,0.19221180167061136,2,8,0,0,0,2,1.2115735575789586,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,20.32,20.32
00-0023459,A.Rodgers,GB,2021,18,REG,14,18,138,2,0,3,8,0,0,108,65,9,3.7235939466627315,0,1.2777777777777777,0.15012615971358,1,7,0,0,0,0,0.37481582013424486,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,14.219999999999999,14.219999999999999
00-0023459,A.Rodgers,GB,2021,20,POST,20,29,225,0,0,5,29,1,0,220,128,8,-1.0882389728457946,0,1.0227272727272727,0.04930828936892158,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,9,9
00-0023682,R.Fitzpatrick,WAS,2021,1,REG,3,6,13,0,0,1,2,1,0,9,6,0,-4.274623142583149,0,1.4444444444444444,-0.06532716211840717,1,2,0,0,0,0,-1.195524337576888,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,0.72,0.72
00-0024243,M.Lewis,GB,2021,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,1,1,19,0,0,0,5,14,1,1.3413259310182184,0,3.8,0.030303030303030304,0.015105740181268883,0.056028563581433675,0,1.9000000000000001,2.9000000000000004
00-0024243,M.Lewis,GB,2021,4,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,1,2,7,0,0,0,31,5,0,-0.43449872406199574,0,0.22580645161290322,0.05714285714285714,0.09627329192546584,0.1531055900621118,0,0.7000000000000001,1.7000000000000002
00-0024243,M.Lewis,GB,2021,5,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,2,2,34,0,0,0,11,23,2,-0.13445419422350824,0,3.090909090909091,0.05714285714285714,0.03353658536585366,0.10918989547038327,0,3.4000000000000004,5.4
00-0024243,M.Lewis,GB,2021,6,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,2,2,17,0,0,0,5,12,0,1.3929321308387443,0,3.4,0.09523809523809523,0.030120481927710843,0.16394148020654042,0,1.7000000000000002,3.7
00-0024243,M.Lewis,GB,2021,7,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,3,3,31,0,0,0,12,19,2,1.6706302190432325,0,2.5833333333333335,0.08823529411764706,0.058823529411764705,0.17352941176470588,0,3.1,6.1
00-0024243,M.Lewis,GB,2021,8,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,3,0,0,-0.3971414270927198,0,0,0.02857142857142857,0.02608695652173913,0.06111801242236024,0,0,0
00-0024243,M.Lewis,GB,2021,9,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,1,1,-1,0,0,0,-3,2,0,-0.9710145727731287,0,0,0.03125,-0.01098901098901099,0.03918269230769231,0,-0.1,0.9
00-0024243,M.Lewis,GB,2021,10,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,2,2,10,0,0,0,6,4,0,0.19204091263236478,0,1.6666666666666667,0.05714285714285714,0.02586206896551724,0.10381773399014778,0,1,3
00-0024243,M.Lewis,GB,2021,12,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,2,3,4,0,1,0,-3,6,0,-1.791217956575565,0,0,0.06818181818181818,-0.0071090047393364926,0.09729642395519172,0,0.4,2.4
00-0024243,M.Lewis,GB,2021,14,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,4,4,51,0,0,0,26,25,3,4.327796662953915,0,1.9615384615384615,0.11428571428571428,0.10441767068273092,0.24452094090648308,0,5.1000000000000005,9.100000000000001
00-0024243,M.Lewis,GB,2021,15,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,3,3,40,0,0,0,7,33,2,2.7368644704692997,0,5.714285714285714,0.0967741935483871,0.024475524475524476,0.16229415745544776,0,4,7
00-0024243,M.Lewis,GB,2021,16,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,2,3,2,0,0,0,2,1,0,-1.5257852609211113,0,1,0.08823529411764706,0.011299435028248588,0.1402625456962446,0,0.2,2.2
00-0024243,M.Lewis,GB,2021,18,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,1,0,0,-0.4141205514315516,0,0,0.02857142857142857,0.004629629629629629,0.046097883597883596,0,0,0
00-0024243,M.Lewis,GB,2021,20,POST,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,1,1,0,0,1,1,-1,1,0,-5.341241278452799,0,0,0.037037037037037035,-0.0047169811320754715,0.05225366876310272,0,-2,-1
00-0024417,S.Koch,BAL,2021,18,REG,0,1,0,0,0,0,-0,0,0,10,0,0,-2.778717302950099,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,0,0
00-0025394,A.Peterson,TEN,2021,9,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,10,21,1,0,0,1,-1.8106488147750497,0,1,1,5,0,0,0,-4,9,0,-0.011572998482733965,0,-1.25,0.038461538461538464,-0.041237113402061855,0.0288263283108644,0,8.6,9.6
00-0025394,A.Peterson,TEN,2021,10,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,8,21,0,0,0,1,-1.6240956712863408,0,1,1,-1,0,0,0,-1,0,0,-0.44711815763730556,0,1,0.037037037037037035,-0.007042253521126761,0.05062597809076682,0,2,3
00-0025394,A.Peterson,TEN,2021,11,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,9,40,0,0,0,2,-3.4637192276422866,0,2,2,4,0,0,0,-1,5,0,-0.8189538223668933,0,-4,0.0392156862745098,-0.0023923444976076554,0.05714888826343935,0,4.4,6.4
00-0025394,A.Peterson,SEA,2021,13,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,11,16,1,1,0,2,-2.966162057884503,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,7.6,7.6
00-0026035,D.Amendola,HOU,2021,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,5,5,34,1,0,0,20,14,2,3.8470692208211403,0,1.7,0.15625,0.06734006734006734,0.28151304713804715,0,9.4,14.4
00-0026035,D.Amendola,HOU,2021,2,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,1,1,9,0,0,0,4,5,0,0.6094703713897616,0,2.25,0.03571428571428571,0.01593625498007968,0.06472680705748435,0,0.9,1.9
00-0026035,D.Amendola,HOU,2021,7,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,3,5,17,0,0,0,20,8,1,0.9160864416626282,0,0.85,0.16129032258064516,0.13071895424836602,0.33343875184482397,0,1.7000000000000002,4.7
00-0026035,D.Amendola,HOU,2021,8,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,2,5,3,0,1,0,22,1,0,-8.098983752424829,0,0.13636363636363635,0.1388888888888889,0.0912863070539419,0.2722337482710927,0,0.30000000000000004,2.3
00-0026035,D.Amendola,HOU,2021,9,REG,0,1,0,0,0,0,-0,0,0,14,0,0,-0.3616975506884046,0,0,NA,0,0,0,0,0,0,NA,0,3,7,49,0,0,0,89,36,1,-2.8857327489369635,0,0.550561797752809,0.175,0.29372937293729373,0.46811056105610555,0,4.9,7.9
00-0026035,D.Amendola,HOU,2021,11,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,5,0,0,-0.4569940362125635,0,0,0.043478260869565216,0.05434782608695652,0.10326086956521738,0,0,0
00-0026035,D.Amendola,HOU,2021,12,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,3,5,23,0,0,0,43,6,2,-2.422307456037064,0,0.5348837209302325,0.19230769230769232,0.1963470319634703,0.42590446083596767,0,2.3000000000000003,5.300000000000001
00-0026035,D.Amendola,HOU,2021,18,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,7,9,113,2,0,0,118,35,4,8.372776139818598,1,0.9576271186440678,0.28125,0.31978319783197834,0.6457232384823848,0,25.3,32.3
00-0026143,M.Ryan,ATL,2021,1,REG,21,35,164,0,0,3,28,0,0,179,67,8,-15.975289404987098,0,0.9162011173184358,-0.015337517662051173,2,8,0,1,0,0,-1.3091508568031713,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,7.36,7.36
00-0026143,M.Ryan,ATL,2021,2,REG,35,46,300,2,3,1,7,0,0,170,187,15,-6.289418620096967,0,1.7647058823529411,0.07475825217575952,2,3,0,0,0,0,-4.060972009552643,1,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,16.3,16.3
00-0026143,M.Ryan,ATL,2021,3,REG,27,36,243,2,0,3,16,1,1,148,173,12,5.152402266510762,0,1.6418918918918919,0.1427502652517017,1,-1,0,0,0,0,0.025718523274904648,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,15.619999999999997,15.619999999999997
00-0026143,M.Ryan,ATL,2021,4,REG,25,42,283,4,0,1,8,0,0,440,89,15,13.22073061528095,0,0.6431818181818182,0.18570941025238039,1,17,0,0,0,1,0.5272185018402524,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,29.02,29.02
00-0026143,M.Ryan,ATL,2021,5,REG,33,45,342,2,0,0,-0,0,0,336,107,19,19.64344887939898,0,1.0178571428571428,0.23842296763467388,1,-1,0,0,0,0,-1.131045690359315,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,21.58,21.58
00-0026143,M.Ryan,ATL,2021,7,REG,25,40,336,2,1,1,11,0,0,368,80,15,11.177175974154776,0,0.9130434782608695,0.09519516364614596,3,0,0,1,1,0,-4.0635235930094495,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,17.439999999999998,17.439999999999998
00-0026143,M.Ryan,ATL,2021,8,REG,20,27,146,1,2,3,15,0,0,194,70,11,-8.301217018251043,0,0.7525773195876289,0.053474039348729505,2,3,0,1,0,0,-1.6109539310564287,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,6.14,6.14
00-0026143,M.Ryan,ATL,2021,9,REG,23,30,343,2,0,2,11,0,0,262,150,14,17.32623186627139,0,1.3091603053435115,0.2932238845006811,5,8,1,0,0,2,0.9513175975342882,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,28.52,28.52
00-0026143,M.Ryan,ATL,2021,10,REG,9,21,117,0,2,2,20,1,0,167,36,7,-14.91030587414469,0,0.7005988023952096,-0.0818953125278921,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,0.6799999999999997,0.6799999999999997
00-0026143,M.Ryan,ATL,2021,11,REG,19,28,153,0,2,4,33,0,0,177,62,7,-12.23300183005631,0,0.864406779661017,0.01710217094034669,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,2.12,2.12
