player_id,player_name,recent_team,season,week,season_type,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,dakota,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,special_teams_tds,fantasy_points,fantasy_points_ppr
00-0019596,T.Brady,NE,2019,1,REG,24,36,341,3,0,1,7,0,0,286,136,14,17.000392685887647,0,0.20024871511954323,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,25.64,25.64
00-0019596,T.Brady,NE,2019,2,REG,20,28,264,2,0,2,9,0,0,264,91,13,15.971405789570726,0,0.2515207371173505,2,1,1,0,0,1,0.6033521215140354,0,0,0,0,0,0,0,0,0,0,NA,0,0,24.660000000000004,24.660000000000004
00-0019596,T.Brady,NE,2019,3,REG,28,42,306,2,0,0,-0,0,0,287,141,16,10.751856933755334,0,0.17948922200230294,2,-1,0,0,0,0,-0.2949321792111732,0,0,0,0,0,0,0,0,0,0,NA,0,0,20.14,20.14
00-0019596,T.Brady,NE,2019,4,REG,18,39,150,0,1,0,-0,0,0,289,90,5,-15.861764188154499,0,-0.040857813856109065,3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,3.7,3.7
00-0019596,T.Brady,NE,2019,5,REG,28,42,348,3,1,4,36,0,0,316,151,16,13.163980075174228,0,0.17800563240475167,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,23.92,23.92
00-0019596,T.Brady,NE,2019,6,REG,31,41,334,0,1,3,21,2,1,280,160,17,-2.469827357177193,0,0.14471060850975045,7,6,2,0,0,3,-1.809844079776667,0,0,0,0,0,0,0,0,0,0,NA,0,0,21.96,21.96
00-0019596,T.Brady,NE,2019,7,REG,31,45,249,1,1,0,-0,0,0,223,123,12,4.303886531846858,0,0.1238301960247555,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,11.96,11.96
00-0019596,T.Brady,NE,2019,8,REG,20,36,259,2,0,3,20,0,0,253,110,11,5.203697655814255,0,0.0812233077471195,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,18.36,18.36
00-0019596,T.Brady,NE,2019,9,REG,30,46,285,1,1,2,17,0,0,318,155,17,2.100136131268302,0,0.08585208514880607,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,13.4,13.4
00-0019596,T.Brady,NE,2019,11,REG,26,47,216,0,0,1,7,0,0,333,134,13,-5.902884174963047,0,-0.014931554103741822,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,8.540000000000001,8.540000000000001
00-0019596,T.Brady,NE,2019,12,REG,17,37,190,1,0,2,9,1,0,385,47,10,-6.427478593254853,0,-0.04630433577464527,2,-3,0,0,0,0,-1.5317916901549324,0,0,0,0,0,0,0,0,0,0,NA,0,0,11.3,11.3
00-0019596,T.Brady,NE,2019,13,REG,24,47,326,3,1,3,23,0,0,498,128,16,3.3059810436203674,0,0.038682493039865394,1,13,0,0,0,1,2.0951044596731663,0,0,0,0,0,0,0,0,0,0,NA,0,0,24.34,24.34
00-0019596,T.Brady,NE,2019,14,REG,19,36,169,1,1,3,20,0,0,249,81,7,-19.551673256053785,0,-0.029534612718535726,2,20,0,0,0,2,3.5634750696481206,0,0,0,0,0,0,0,0,0,0,NA,0,0,10.76,10.76
00-0019596,T.Brady,NE,2019,15,REG,15,29,128,2,0,2,12,0,0,157,94,7,-2.4328362015612917,0,-0.03368845343641106,2,-2,0,0,0,0,-1.4039972048485652,0,0,0,0,0,0,0,0,0,0,NA,0,0,12.920000000000002,12.920000000000002
00-0019596,T.Brady,NE,2019,16,REG,26,33,271,1,0,0,-0,0,0,167,138,11,12.185161863778282,1,0.20840830929204052,4,4,0,0,0,1,-0.3894475158139219,0,0,0,0,0,0,0,0,0,0,NA,0,0,17.240000000000002,17.240000000000002
00-0019596,T.Brady,NE,2019,17,REG,16,29,221,2,1,1,4,0,0,308,84,8,0.15550199315392232,0,0.04745285796666754,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,14.84,14.84
00-0019596,T.Brady,NE,2019,18,POST,20,37,209,0,1,0,-0,0,0,329,134,11,-3.114878125000261,0,-0.012953832479154267,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,6.359999999999999,6.359999999999999
00-0020531,D.Brees,NO,2019,1,REG,32,43,370,2,1,1,8,0,0,295,134,19,13.203921862504867,0,0.21914332907095924,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,20.8,20.8
00-0020531,D.Brees,NO,2019,2,REG,3,5,38,0,1,0,-0,0,0,55,7,2,-2.475386181846261,0,0.008420453823633281,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,-0.48,-0.48
00-0020531,D.Brees,NO,2019,8,REG,34,43,373,3,1,0,-0,0,0,228,242,20,13.713395747882254,0,0.17355033532101255,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,24.92,24.92
00-0020531,D.Brees,NO,2019,10,REG,32,45,287,0,0,6,46,0,0,260,150,12,-17.636839336873248,0,0.039514503565917555,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,11.48,11.48
00-0020531,D.Brees,NO,2019,11,REG,28,35,228,3,0,0,-0,0,0,157,131,14,11.733587336960039,0,0.24919983604650903,3,0,0,0,0,1,1.7501859806943685,0,0,0,0,0,0,0,0,0,0,NA,0,0,21.12,21.12
00-0020531,D.Brees,NO,2019,12,REG,30,39,311,3,1,2,11,0,0,374,124,17,9.076232692741842,0,0.16124644866400953,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,22.439999999999998,22.439999999999998
00-0020531,D.Brees,NO,2019,13,REG,18,30,184,1,0,0,-0,0,0,163,113,10,-0.6099197249283472,0,-0.00592360598273131,1,-1,0,0,0,0,-1.9091695026727393,0,0,0,0,0,0,0,0,0,0,NA,0,0,11.26,11.26
00-0020531,D.Brees,NO,2019,14,REG,29,40,349,5,0,0,-0,0,0,215,195,17,18.05662356897336,0,0.20269427516630464,1,1,1,0,0,1,2.391545363003388,0,0,0,0,0,0,0,0,0,0,NA,0,0,40.06,40.06
00-0020531,D.Brees,NO,2019,15,REG,29,30,307,4,0,0,-0,0,0,202,103,18,21.453377060263005,0,0.4006249886968791,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,28.28,28.28
00-0020531,D.Brees,NO,2019,16,REG,27,38,279,3,0,3,24,0,0,262,142,15,8.603932129951685,0,0.14371595897992223,3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,22.86,22.86
00-0020531,D.Brees,NO,2019,17,REG,19,30,253,3,0,0,-0,0,0,214,154,15,18.676652229449246,0,0.2877147128906086,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,22.02,22.02
00-0020531,D.Brees,NO,2019,18,POST,26,33,208,1,1,3,31,1,1,200,87,11,-14.271743137139472,0,0.07391394317742844,1,5,0,0,0,0,0.161572000477463,0,0,0,0,0,0,0,0,0,0,NA,0,0,8.82,8.82
00-0021206,J.McCown,PHI,2019,2,REG,3,5,24,0,0,0,-0,0,0,22,15,2,1.1289297543116845,0,0.04296032309569281,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0.96,0.96
00-0021206,J.McCown,PHI,2019,5,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,-0.2,-0.2
00-0021206,J.McCown,PHI,2019,18,POST,18,24,174,0,0,6,14,1,0,146,78,9,-4.132982522605739,0,0.10808149364464005,5,23,0,1,0,2,0.8840933323954232,0,0,0,0,0,0,0,0,0,0,NA,0,0,9.26,9.26
00-0022127,J.Witten,DAL,2019,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,3,4,15,1,0,0,3,16,1,0.06046539102680981,0,0,7.5,10.5
00-0022127,J.Witten,DAL,2019,2,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,4,4,25,1,0,0,15,10,2,2.890881922299741,0,0,8.5,12.5
00-0022127,J.Witten,DAL,2019,3,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,3,4,54,0,0,0,42,22,2,5.3068394127807466,0,0,5.4,8.4
00-0022127,J.Witten,DAL,2019,4,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,4,4,50,0,1,1,40,10,3,-0.8116703261621296,0,0,3,7
00-0022127,J.Witten,DAL,2019,5,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,3,4,29,0,0,0,57,3,2,0.9377835218037944,0,0,2.9000000000000004,5.9
00-0022127,J.Witten,DAL,2019,6,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,5,7,57,0,0,0,76,11,2,4.763506990566816,0,0,5.7,10.7
00-0022127,J.Witten,DAL,2019,7,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,4,4,33,0,0,0,29,4,3,1.91073463432258,0,0,3.3000000000000003,7.300000000000001
00-0022127,J.Witten,DAL,2019,9,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,8,9,58,0,0,0,37,28,2,1.9515812599949434,0,0,5.800000000000001,13.8
00-0022127,J.Witten,DAL,2019,10,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,2,5,17,0,0,0,28,6,1,-1.6310762755532666,0,0,1.7000000000000002,3.7
00-0022127,J.Witten,DAL,2019,11,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,5,7,33,0,0,0,39,9,1,0.818501140223816,0,0,3.3000000000000003,8.3
00-0022127,J.Witten,DAL,2019,12,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,1,4,5,0,0,0,27,0,0,-1.7106087225256488,0,0,0.5,1.5
00-0022127,J.Witten,DAL,2019,13,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,6,8,42,1,0,0,49,13,3,2.166305937888068,1,0,12.2,18.2
00-0022127,J.Witten,DAL,2019,14,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,5,7,37,0,0,0,37,7,2,-0.15161840320797637,0,0,3.7,8.7
00-0022127,J.Witten,DAL,2019,15,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,4,5,36,1,0,0,31,15,1,2.6287205492844805,0,0,9.6,13.6
00-0022127,J.Witten,DAL,2019,16,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,2,3,14,0,0,0,17,3,0,-1.14119280359153,0,0,1.4000000000000001,3.4000000000000004
00-0022127,J.Witten,DAL,2019,17,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,4,4,24,0,0,0,19,5,2,1.252544682705775,0,0,2.4000000000000004,6.4
00-0022787,M.Schaub,ATL,2019,7,REG,6,6,65,1,0,0,-0,0,0,57,8,4,5.308697259170003,0,0.5094957816246621,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,6.5,6.5
00-0022787,M.Schaub,ATL,2019,8,REG,39,52,460,1,1,2,19,1,1,352,236,24,16.035385567922816,1,0.21049319059940633,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,20.400000000000002,20.400000000000002
00-0022787,M.Schaub,ATL,2019,11,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,-0.1,-0.1
00-0022787,M.Schaub,ATL,2019,12,REG,5,9,55,1,0,0,-0,0,0,79,22,2,4.432923742977437,0,0.15903875574489085,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,6.2,6.2
00-0022787,M.Schaub,ATL,2019,14,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,1,-1,0,0,0,0,-3.3060206074733287,0,0,0,0,0,0,0,0,0,0,NA,0,0,-0.1,-0.1
00-0022803,E.Manning,NYG,2019,1,REG,30,44,306,1,0,1,4,1,1,285,144,15,1.7074195211775902,0,0.05501277103244847,1,6,0,0,0,0,0.28693024639505893,0,0,0,0,0,0,0,0,0,0,NA,0,0,14.840000000000003,14.840000000000003
00-0022803,E.Manning,NYG,2019,2,REG,26,45,250,1,2,1,9,1,0,359,89,14,-8.68127586946024,0,-0.013673588849366425,1,2,0,0,0,1,0.3196330413920805,0,0,0,0,0,0,0,0,0,0,NA,0,0,10.2,10.2
00-0022803,E.Manning,NYG,2019,14,REG,15,30,203,2,0,2,21,0,0,264,83,6,-1.8309808166349901,0,-0.03175874946572173,2,-1,0,1,0,0,-1.3708448694669642,0,0,0,0,0,0,0,0,0,0,NA,0,0,16.02,16.02
00-0022803,E.Manning,NYG,2019,15,REG,20,28,283,2,3,1,10,0,0,291,101,12,1.824527420598315,0,0.14868070197723987,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,13.32,13.32
00-0022824,A.Lee,ARI,2019,10,REG,1,1,26,0,0,0,-0,0,0,26,0,1,4.240687240380794,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,1.04,1.04
00-0022921,L.Fitzgerald,ARI,2019,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,8,13,113,1,0,0,153,16,3,3.7259896304664895,0,0,17.3,25.3
00-0022921,L.Fitzgerald,ARI,2019,2,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,5,11,104,0,0,0,117,48,3,1.8208947431598053,0,0,10.4,15.4
00-0022921,L.Fitzgerald,ARI,2019,3,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,5,7,36,1,0,0,51,11,3,-3.042459125397727,0,0,9.6,14.6
00-0022921,L.Fitzgerald,ARI,2019,4,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,5,5,47,0,0,0,11,36,3,2.378235613461584,0,0,4.7,9.7
00-0022921,L.Fitzgerald,ARI,2019,5,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,6,8,58,0,0,0,77,23,3,1.5070672065776307,0,0,5.800000000000001,11.8
00-0022921,L.Fitzgerald,ARI,2019,6,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,6,8,69,0,0,0,86,5,3,3.2628346513956785,0,0,6.9,12.9
00-0022921,L.Fitzgerald,ARI,2019,7,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,1,3,12,0,0,0,5,7,1,-0.1501363591523841,0,0,1.2000000000000002,2.2
00-0022921,L.Fitzgerald,ARI,2019,8,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,2,4,8,0,0,0,16,7,1,-4.381633136088703,0,0,0.8,2.8
00-0022921,L.Fitzgerald,ARI,2019,9,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,4,4,38,0,0,0,10,28,1,0.9698085589334369,0,0,3.8000000000000003,7.800000000000001
00-0022921,L.Fitzgerald,ARI,2019,10,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,8,8,71,0,0,0,54,17,5,6.021387858316302,0,0,7.1000000000000005,15.100000000000001
00-0022921,L.Fitzgerald,ARI,2019,11,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,5,5,37,1,1,1,16,21,2,-2.955367685732199,0,0,7.699999999999999,12.7
00-0022921,L.Fitzgerald,ARI,2019,13,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,6,7,56,0,0,0,39,23,4,-3.0083375975955278,0,0,5.6000000000000005,11.600000000000001
00-0022921,L.Fitzgerald,ARI,2019,14,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,3,7,20,0,0,0,50,16,1,-2.2785019860311877,0,0,2,5
00-0022921,L.Fitzgerald,ARI,2019,15,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,3,5,42,0,0,0,59,20,3,2.763078882882837,0,0,4.2,7.2
00-0022921,L.Fitzgerald,ARI,2019,16,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,4,7,48,1,0,0,40,37,3,3.976204338592061,0,0,10.8,14.8
00-0022921,L.Fitzgerald,ARI,2019,17,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,4,7,45,0,0,0,68,28,1,-6.0249228065949865,0,0,4.5,8.5
00-0022924,B.Roethlisberger,PIT,2019,1,REG,27,47,276,0,1,1,-0,1,0,465,140,11,-8.18487056917839,0,-0.025010012701108957,1,7,0,0,0,0,0.03243474895134568,0,0,0,0,0,0,0,0,0,0,NA,0,0,9.74,9.74
00-0022924,B.Roethlisberger,PIT,2019,2,REG,8,15,75,0,0,1,7,0,0,111,53,3,-4.9803878017362635,0,-0.06829681899865092,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,3,3
00-0022942,P.Rivers,LAC,2019,1,REG,25,34,333,3,1,4,23,1,0,234,177,14,7.975745692423045,0,0.16138719885211505,1,6,0,0,0,1,-0.1693831265438348,0,0,0,0,0,0,0,0,0,0,NA,0,0,23.92,23.92
00-0022942,P.Rivers,LAC,2019,2,REG,21,36,293,0,1,1,6,0,0,378,94,13,0.9198687455196759,0,0.0569305283907242,1,12,0,0,0,1,2.016389821190387,0,0,0,0,0,0,0,0,0,0,NA,0,0,10.920000000000002,10.920000000000002
00-0022942,P.Rivers,LAC,2019,3,REG,31,46,318,2,0,5,25,1,1,471,161,17,4.111933337264597,0,0.10237181563756446,2,9,0,0,0,0,-0.5327608298975974,0,0,0,0,0,0,0,0,0,0,NA,0,0,19.619999999999997,19.619999999999997
00-0022942,P.Rivers,LAC,2019,4,REG,24,30,310,2,0,1,6,0,0,237,139,15,20.413421136474653,0,0.32163366123343423,1,0,0,1,0,0,-0.9525585141964257,0,0,0,0,0,0,0,0,0,0,NA,0,0,20.4,20.4
00-0022942,P.Rivers,LAC,2019,5,REG,32,48,211,0,2,0,-0,0,0,212,130,14,-16.39025831134883,0,0.018318330375847895,1,-3,0,0,0,0,-1.0775339662795886,0,0,0,0,0,0,0,0,0,0,NA,0,0,4.14,4.14
00-0022942,P.Rivers,LAC,2019,6,REG,26,44,320,2,2,1,4,0,0,486,98,18,5.7349956561049105,0,0.0690142399501272,1,0,0,1,1,0,-7.3722451869398355,0,0,0,0,0,0,0,0,0,0,NA,0,0,14.8,14.8
00-0022942,P.Rivers,LAC,2019,7,REG,24,38,329,2,0,1,3,0,0,426,116,19,14.09799707640844,0,0.22770707384296235,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,21.16,21.16
00-0022942,P.Rivers,LAC,2019,8,REG,19,29,201,1,1,1,6,0,0,259,54,8,-0.5908210779130769,0,0.050367038985243945,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,10.040000000000001,10.040000000000001
00-0022942,P.Rivers,LAC,2019,9,REG,21,28,294,0,0,2,11,0,0,238,143,13,9.793150316929156,0,0.2075182559801184,3,0,0,0,0,0,-0.4664819854660891,0,0,0,0,0,0,0,0,0,0,NA,0,0,11.76,11.76
00-0022942,P.Rivers,LAC,2019,10,REG,17,31,207,2,3,5,38,1,0,397,65,11,-12.220282625145904,0,0.049029223628358196,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,10.280000000000001,10.280000000000001
00-0022942,P.Rivers,LAC,2019,11,REG,28,52,353,1,4,2,8,1,0,412,190,14,-5.665299926232699,1,-0.015044601988708238,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,12.120000000000001,12.120000000000001
00-0022942,P.Rivers,LAC,2019,13,REG,20,29,265,2,1,3,21,0,0,200,109,11,3.9527932208665146,0,0.12018863211667122,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,16.6,16.6
00-0022942,P.Rivers,LAC,2019,14,REG,16,22,314,3,0,1,10,0,0,231,210,9,25.13448192777739,0,0.44372978926091894,1,0,0,1,0,0,-1.693113217363134,0,0,0,0,0,0,0,0,0,0,NA,0,0,24.560000000000002,24.560000000000002
00-0022942,P.Rivers,LAC,2019,15,REG,28,39,307,1,3,3,24,1,1,344,122,14,-5.544165824831387,0,0.09662411573297208,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,8.280000000000001,8.280000000000001
00-0022942,P.Rivers,LAC,2019,16,REG,27,39,279,0,0,1,14,0,0,208,176,13,4.6298117137430435,0,0.12381482587127028,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,11.16,11.16
00-0022942,P.Rivers,LAC,2019,17,REG,31,46,281,2,2,3,23,0,0,314,170,14,8.980427079251967,0,0.1336055179029229,1,5,0,0,0,0,-0.003281558630988002,0,0,0,0,0,0,0,0,0,0,NA,0,0,15.740000000000002,15.740000000000002
00-0022943,B.Watson,NE,2019,7,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,3,5,18,0,0,0,23,9,2,2.179701939341612,0,0,1.8,4.8
00-0022943,B.Watson,NE,2019,8,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,1,1,26,0,0,0,25,1,1,1.9921603762777522,0,0,2.6,3.6
00-0022943,B.Watson,NE,2019,9,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,4,5,28,0,0,0,36,17,1,0.7597313927835785,0,0,2.8000000000000003,6.800000000000001
00-0022943,B.Watson,NE,2019,11,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,3,4,52,0,0,0,65,31,3,4.2262775299022906,0,0,5.2,8.2
00-0022943,B.Watson,NE,2019,12,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,22,0,0,-0.6562489743810147,0,0,0,0
00-0022943,B.Watson,NE,2019,13,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,1,1,23,0,0,0,7,16,1,3.2889415491372347,0,0,2.3000000000000003,3.3000000000000003
00-0022943,B.Watson,NE,2019,14,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,1,3,7,0,0,0,21,5,0,-2.563385066602681,0,0,0.7000000000000001,1.7000000000000002
00-0022943,B.Watson,NE,2019,16,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,3,3,15,0,0,0,11,4,1,0.8890374707407318,0,0,1.5,4.5
00-0022943,B.Watson,NE,2019,17,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,1,1,4,0,0,0,4,0,0,0.08565193705726415,0,0,0.4,1.4
00-0022943,B.Watson,NE,2019,18,POST,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,3,4,38,0,0,0,38,6,3,4.073625540419016,0,0,3.8000000000000003,6.800000000000001
00-0023459,A.Rodgers,GB,2019,1,REG,18,30,203,1,0,5,37,0,0,300,87,10,-3.79053776798537,0,0.0270378662385074,3,8,0,0,0,0,-5.137486730457803,0,0,0,0,0,0,0,0,0,0,NA,0,0,12.920000000000002,12.920000000000002
00-0023459,A.Rodgers,GB,2019,2,REG,22,34,209,2,0,2,18,0,0,259,106,12,5.12158939987421,0,0.09616261935675682,1,0,0,1,1,0,-4.516633010003716,0,0,0,0,0,0,0,0,0,0,NA,0,0,14.36,14.36
00-0023459,A.Rodgers,GB,2019,3,REG,17,29,235,1,0,0,-0,0,0,258,77,8,6.420951008701673,0,0.10179678826548667,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,13.3,13.3
00-0023459,A.Rodgers,GB,2019,4,REG,34,53,422,2,1,1,8,1,1,371,214,19,13.148053970031963,0,0.1888915217064867,5,46,0,0,0,3,3.4543243311345577,0,0,0,0,0,0,0,0,0,0,NA,0,0,25.48,25.48
00-0023459,A.Rodgers,GB,2019,5,REG,22,34,238,0,0,2,23,0,0,247,157,9,2.1716254657133556,0,0.10415909900985984,4,-1,0,0,0,0,-0.34284846135415137,0,0,0,0,0,0,0,0,0,0,NA,0,0,9.42,9.42
00-0023459,A.Rodgers,GB,2019,6,REG,24,39,283,2,1,1,6,0,0,372,93,13,-2.402916172502324,0,0.09358635533361791,3,10,0,0,0,1,-0.6780693927445647,0,0,0,0,0,0,0,0,0,0,NA,0,0,18.32,18.32
00-0023459,A.Rodgers,GB,2019,7,REG,25,31,429,5,0,1,8,0,0,268,223,15,31.815392494900152,0,0.46058611221314,2,6,1,0,0,1,0.7994376751012169,0,0,0,0,0,0,0,0,0,0,NA,0,0,43.76,43.76
00-0023459,A.Rodgers,GB,2019,8,REG,23,33,305,3,0,5,49,0,0,236,186,15,13.788599782310287,0,0.2548930130905565,6,29,0,0,0,1,2.386083674762631,0,0,0,0,0,0,0,0,0,0,NA,0,0,27.1,27.1
00-0023459,A.Rodgers,GB,2019,9,REG,23,35,161,1,0,3,22,0,0,299,89,11,-3.2626724187994025,0,0.02870699100304124,1,5,0,0,0,0,-0.010786517523229122,1,0,0,0,0,0,0,0,0,0,NA,0,0,12.940000000000001,12.940000000000001
00-0023459,A.Rodgers,GB,2019,10,REG,17,29,233,0,0,2,8,0,0,338,113,9,4.160607282683486,0,0.10758479975086828,1,7,0,0,0,0,1.6232001987227704,0,0,0,0,0,0,0,0,0,0,NA,0,0,10.02,10.02
00-0023459,A.Rodgers,GB,2019,12,REG,20,33,104,1,0,5,38,1,1,230,109,7,-18.084644900576677,1,-0.010770635165764035,3,13,0,0,0,0,1.2633553108898923,0,0,0,0,0,0,0,0,0,0,NA,0,0,9.46,9.46
