player_id,player_name,recent_team,season,week,season_type,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,dakota,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,special_teams_tds,fantasy_points,fantasy_points_ppr
00-0019596,T.Brady,TB,2020,16,REG,22,27,348,4,0,1,7,0,0,359,82,17,26.576751331740525,0,0.4340284991922562,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,29.92,29.92
00-0019596,T.Brady,TB,2020,17,REG,26,41,399,4,1,1,8,0,0,447,184,20,21.914530361734535,0,0.2724538799497167,5,3,0,0,0,1,-3.151723574323114,0,0,0,0,0,0,0,0,0,0,NA,0,0,30.26,30.26
00-0019596,T.Brady,TB,2020,18,POST,22,40,381,2,0,3,16,0,0,461,119,18,19.551707846532494,0,0.18783448774905542,3,-2,0,0,0,0,-1.299436263332609,0,0,0,0,0,0,0,0,0,0,NA,0,0,23.040000000000003,23.040000000000003
00-0019596,T.Brady,TB,2020,19,POST,18,33,199,2,0,1,10,1,0,318,95,13,3.612923673653779,0,0.06463270204792405,5,2,1,0,0,2,0.22556297219125554,0,0,0,0,0,0,0,0,0,0,NA,0,0,22.16,22.16
00-0019596,T.Brady,TB,2020,20,POST,20,36,280,3,3,1,5,0,0,416,103,12,9.33155270376617,0,0.13640831762285427,1,-1,0,0,0,0,-1.01342447695788,0,0,0,0,0,0,0,0,0,0,NA,0,0,17.1,17.1
00-0019596,T.Brady,TB,2020,21,POST,21,29,201,3,0,1,6,0,0,176,129,12,7.723100541275926,0,0.16448034189833144,4,-2,0,1,0,0,-2.8278806877206986,0,0,0,0,0,0,0,0,0,0,NA,0,0,19.84,19.84
00-0020531,D.Brees,NO,2020,1,REG,18,30,160,2,0,1,9,0,0,145,99,9,-2.9236413656484728,0,0.01272787713225465,2,0,0,0,0,0,-0.9120299202407676,0,0,0,0,0,0,0,0,0,0,NA,0,0,14.4,14.4
00-0020531,D.Brees,NO,2020,2,REG,26,38,312,1,1,0,-0,0,0,196,213,17,3.846337641731125,0,0.053375636588881815,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,14.48,14.48
00-0020531,D.Brees,NO,2020,3,REG,29,36,288,3,0,2,13,1,0,152,163,14,10.723101821520702,0,0.17761439651558236,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,23.52,23.52
00-0020531,D.Brees,NO,2020,4,REG,19,25,246,2,1,2,18,0,0,233,90,15,10.554806146596093,0,0.2586483708362767,3,-3,0,0,0,0,-1.9006042963592336,0,0,0,0,0,0,0,0,0,0,NA,0,0,15.54,15.54
00-0020531,D.Brees,NO,2020,5,REG,33,47,325,1,1,2,12,0,0,318,100,17,-0.21162890624776298,0,0.06490696245725544,1,1,1,0,0,1,1.990767291688826,0,0,0,0,0,0,0,0,0,0,NA,0,0,21.1,21.1
00-0020531,D.Brees,NO,2020,7,REG,29,36,287,2,0,1,10,1,1,178,137,16,14.998207200966402,0,0.2631699416167052,3,2,1,0,0,2,-0.3984515300253406,0,0,0,0,0,0,0,0,0,0,NA,0,0,23.68,23.68
00-0020531,D.Brees,NO,2020,8,REG,31,41,280,2,0,1,8,1,0,190,169,11,8.23890328901356,0,0.1381527110972107,3,4,0,0,0,1,-0.9328425115090795,0,0,0,0,0,0,0,0,0,0,NA,0,0,19.6,19.6
00-0020531,D.Brees,NO,2020,9,REG,26,32,222,4,0,1,-0,1,1,161,81,12,11.752234226721285,0,0.28894476855182133,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,22.680000000000003,22.680000000000003
00-0020531,D.Brees,NO,2020,10,REG,8,13,76,1,0,0,-0,1,0,52,67,4,0.03960453616898629,0,0.0014003354025643785,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,6.94,6.94
00-0020531,D.Brees,NO,2020,15,REG,15,34,234,3,1,1,9,0,0,272,139,10,-3.0699580547516234,0,-0.10429813847398509,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,19.36,19.36
00-0020531,D.Brees,NO,2020,16,REG,19,26,311,0,2,0,-0,0,0,263,137,13,10.579499685014758,0,0.24506967378203615,3,-3,0,0,0,0,-2.2025703577091917,0,0,0,0,0,0,0,0,0,0,NA,0,0,8.139999999999999,8.139999999999999
00-0020531,D.Brees,NO,2020,17,REG,22,32,201,3,0,2,10,1,0,201,83,11,5.192979540090558,0,0.14583919910012463,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,20.04,20.04
00-0020531,D.Brees,NO,2020,18,POST,28,39,265,2,0,0,-0,0,0,185,160,14,14.463354500825517,0,0.15340266211908085,3,2,0,1,0,1,-4.823449233721476,0,0,0,0,0,0,0,0,0,0,NA,0,0,18.8,18.8
00-0020531,D.Brees,NO,2020,19,POST,19,34,134,1,3,0,-0,0,0,177,62,6,-19.410814931196978,0,-0.05950254767722645,2,3,0,0,0,2,0.9571514660492539,0,0,0,0,0,0,0,0,0,0,NA,0,0,3.6599999999999993,3.6599999999999993
00-0022127,J.Witten,LV,2020,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,1,1,2,0,0,0,2,0,0,-1.301103974755736,0,0,0.2,1.2
00-0022127,J.Witten,LV,2020,2,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,1,1,3,0,0,0,3,0,1,0.5630775582976639,0,0,0.30000000000000004,1.3
00-0022127,J.Witten,LV,2020,4,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,2,2,18,1,0,0,18,0,2,2.744480317865964,0,0,7.8,9.8
00-0022127,J.Witten,LV,2020,5,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,2,2,6,0,0,0,-1,7,1,0.04388044506777078,0,0,0.6000000000000001,2.6
00-0022127,J.Witten,LV,2020,7,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,1,1,6,0,0,0,3,3,0,0.14533771586138755,0,0,0.6000000000000001,1.6
00-0022127,J.Witten,LV,2020,8,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,2,2,21,0,0,0,21,0,2,3.0514817577204667,0,0,2.1,4.1
00-0022127,J.Witten,LV,2020,9,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,1,1,0,0,0,0,-1,1,0,-0.5867160251364112,0,0,0,1
00-0022127,J.Witten,LV,2020,11,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,1,1,1,1,0,0,1,0,1,1.5501768851536326,0,0,6.1,7.1
00-0022127,J.Witten,LV,2020,13,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,9,0,0,-1.2499386366689578,0,0,0,0
00-0022127,J.Witten,LV,2020,16,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,2,5,12,0,0,0,36,9,1,-2.5534980842000574,0,0,1.2000000000000002,3.2
00-0022787,M.Schaub,ATL,2020,12,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,3,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,-0.4,-0.4
00-0022824,A.Lee,ARI,2020,15,REG,1,1,26,0,0,0,-0,0,0,14,12,1,4.014011434279382,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,1.04,1.04
00-0022921,L.Fitzgerald,ARI,2020,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,4,5,34,0,0,0,15,23,2,1.3585642774123698,0,0,3.4000000000000004,7.4
00-0022921,L.Fitzgerald,ARI,2020,2,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,7,7,50,0,0,0,25,25,4,5.975730845297221,0,0,5,12
00-0022921,L.Fitzgerald,ARI,2020,3,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,1,3,0,0,0,0,21,0,0,-7.686332971439697,0,0,0,1
00-0022921,L.Fitzgerald,ARI,2020,4,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,2,3,4,0,0,0,27,2,0,-1.5021463597659022,0,0,0.4,2.4
00-0022921,L.Fitzgerald,ARI,2020,5,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,4,7,35,0,0,0,48,19,2,-0.3310320528689772,0,0,3.5,7.5
00-0022921,L.Fitzgerald,ARI,2020,6,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,3,4,22,0,0,0,27,3,2,2.097770241887248,0,0,2.2,5.2
00-0022921,L.Fitzgerald,ARI,2020,7,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,8,8,62,0,0,0,37,25,2,1.8443138496950269,0,0,6.2,14.2
00-0022921,L.Fitzgerald,ARI,2020,9,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,4,5,54,0,0,0,55,8,4,3.570451569561854,0,0,5.4,9.4
00-0022921,L.Fitzgerald,ARI,2020,10,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,2,5,13,0,0,0,31,12,1,-7.221413503849709,0,0,1.3,3.3
00-0022921,L.Fitzgerald,ARI,2020,11,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,8,10,62,0,0,0,43,49,3,1.5028711482300423,0,0,6.2,14.2
00-0022921,L.Fitzgerald,ARI,2020,14,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,2,3,10,0,0,0,8,5,1,-2.003845631494187,0,0,1,3
00-0022921,L.Fitzgerald,ARI,2020,15,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,3,4,35,1,0,0,55,2,3,2.582192756177392,0,0,9.5,12.5
00-0022921,L.Fitzgerald,ARI,2020,16,REG,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,6,8,28,0,0,0,40,12,1,-1.958475085964892,0,0,2.8000000000000003,8.8
00-0022924,B.Roethlisberger,PIT,2020,1,REG,21,32,229,3,0,2,21,0,0,221,105,14,15.101035920325751,0,0.18760111799209794,3,9,0,1,0,1,-3.4936577103217132,0,0,0,0,0,0,0,0,0,0,NA,0,0,22.06,22.06
00-0022924,B.Roethlisberger,PIT,2020,2,REG,29,41,311,2,1,1,10,0,0,233,168,15,1.1079273024224676,0,0.04144145141777168,3,-2,0,1,0,0,-4.963544938946143,0,0,0,0,0,0,0,0,0,0,NA,0,0,18.24,18.24
00-0022924,B.Roethlisberger,PIT,2020,3,REG,23,36,237,2,0,2,19,0,0,323,140,13,8.591038117147553,1,0.153927767537236,5,-3,0,0,0,0,-6.359328383143293,0,0,0,0,0,0,0,0,0,0,NA,0,0,19.18,19.18
00-0022924,B.Roethlisberger,PIT,2020,5,REG,27,34,239,3,0,1,8,0,0,196,138,13,15.845100638539385,0,0.2551597556680471,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,21.360000000000003,21.360000000000003
00-0022924,B.Roethlisberger,PIT,2020,6,REG,14,22,162,1,0,2,20,0,0,173,64,5,1.1267926644740478,0,0.07169610172239978,3,5,0,0,0,1,1.9074705766397528,0,0,0,0,0,0,0,0,0,0,NA,0,0,10.98,10.98
00-0022924,B.Roethlisberger,PIT,2020,7,REG,32,49,268,2,3,0,-0,0,0,266,158,15,6.0701358439462485,0,0.07993411557275963,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,12.62,12.62
00-0022924,B.Roethlisberger,PIT,2020,8,REG,21,32,182,2,0,2,9,1,0,232,93,11,5.3780605486244895,0,0.1374084452588646,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,15.280000000000001,15.280000000000001
00-0022924,B.Roethlisberger,PIT,2020,9,REG,29,42,306,3,0,0,-0,0,0,313,185,15,11.881268290428181,0,0.15089272749308497,1,8,0,0,0,1,1.796694528311491,0,0,0,0,0,0,0,0,0,0,NA,0,0,25.040000000000003,25.040000000000003
00-0022924,B.Roethlisberger,PIT,2020,10,REG,27,46,333,4,0,0,-0,0,0,431,152,17,11.557693417293054,0,0.13028354816671453,1,0,0,0,0,0,-0.46806619520066306,0,0,0,0,0,0,0,0,0,0,NA,0,0,29.32,29.32
00-0022924,B.Roethlisberger,PIT,2020,11,REG,32,46,267,2,1,0,-0,0,0,372,111,12,6.681690301877966,0,0.16011249401757224,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,16.68,16.68
00-0022924,B.Roethlisberger,PIT,2020,12,REG,36,51,266,1,1,0,-0,0,0,241,135,16,-4.719564125690049,0,0.047848745874795956,1,-1,0,0,0,0,-1.291490494622849,0,0,0,0,0,0,0,0,0,0,NA,0,0,12.540000000000001,12.540000000000001
00-0022924,B.Roethlisberger,PIT,2020,13,REG,33,53,305,2,1,0,-0,0,0,325,149,13,-2.349150040516292,0,0.004869315981423518,1,0,0,0,0,0,-1.558740478940308,0,0,0,0,0,0,0,0,0,0,NA,0,0,18.200000000000003,18.200000000000003
00-0022924,B.Roethlisberger,PIT,2020,14,REG,21,37,187,2,2,1,10,0,0,242,116,10,-13.884794562298339,1,-0.027368344863515144,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,13.48,13.48
00-0022924,B.Roethlisberger,PIT,2020,15,REG,20,38,170,1,1,1,12,1,0,307,105,6,-10.242413667659958,0,-0.019550373385046595,2,-1,0,1,1,0,-5.197812039521523,0,0,0,0,0,0,0,0,0,0,NA,0,0,6.700000000000001,6.700000000000001
00-0022924,B.Roethlisberger,PIT,2020,16,REG,34,49,341,3,0,1,9,0,0,345,134,18,2.9660411556251347,0,0.10538591477581148,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,25.54,25.54
00-0022924,B.Roethlisberger,PIT,2020,18,POST,47,68,501,4,4,0,-0,0,0,565,183,29,7.928173079035699,1,0.11696579722215314,1,0,0,0,0,0,-8.032719670794904,0,0,0,0,0,0,0,0,0,0,NA,0,0,30.04,30.04
00-0022942,P.Rivers,IND,2020,1,REG,36,46,363,1,2,0,-0,0,0,289,212,17,9.912449390950126,0,0.2080169141213459,1,3,0,0,0,0,-0.3309874623082578,0,0,0,0,0,0,0,0,0,0,NA,0,0,14.82,14.82
00-0022942,P.Rivers,IND,2020,2,REG,19,25,214,1,1,2,11,1,0,219,108,10,2.8611422983273043,0,0.15507428804348725,4,3,0,0,0,0,-4.86175561347045,0,0,0,0,0,0,0,0,0,0,NA,0,0,10.860000000000001,10.860000000000001
00-0022942,P.Rivers,IND,2020,3,REG,17,21,217,1,0,0,-0,0,0,136,101,13,9.946979638189255,0,0.24219915541505363,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,12.68,12.68
00-0022942,P.Rivers,IND,2020,4,REG,16,29,190,1,0,1,4,0,0,230,73,9,6.719013260297245,0,0.10952999035151602,3,-4,0,0,0,0,-1.0689818855607882,0,0,0,0,0,0,0,0,0,0,NA,0,0,11.200000000000001,11.200000000000001
00-0022942,P.Rivers,IND,2020,5,REG,21,33,243,0,2,1,3,0,0,263,101,10,-6.862817251179804,0,0.04098602954503419,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,5.620000000000001,5.620000000000001
00-0022942,P.Rivers,IND,2020,6,REG,29,44,371,3,1,1,-0,0,0,340,174,18,18.38617911653496,0,0.17091177645094202,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,24.74,24.74
00-0022942,P.Rivers,IND,2020,8,REG,23,33,262,3,0,2,15,0,0,211,143,15,17.67825495096622,0,0.2468868763152176,2,-2,0,0,0,0,-1.3555197856621817,0,0,0,0,0,0,0,0,0,0,NA,0,0,22.28,22.28
00-0022942,P.Rivers,IND,2020,9,REG,25,43,227,0,1,0,-0,0,0,271,169,11,-13.752143431117764,0,-0.0282494366092136,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,7.08,7.08
00-0022942,P.Rivers,IND,2020,10,REG,29,39,308,1,0,1,11,0,0,192,205,14,14.983296881347611,0,0.23713946326111157,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,16.32,16.32
00-0022942,P.Rivers,IND,2020,11,REG,24,36,288,3,1,1,8,0,0,263,164,12,9.02496611295568,0,0.12462751341041073,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,21.419999999999998,21.419999999999998
00-0022942,P.Rivers,IND,2020,12,REG,24,42,295,2,1,1,6,0,0,297,164,17,5.894668722292408,0,0.06902801170673274,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,17.8,17.8
00-0022942,P.Rivers,IND,2020,13,REG,27,35,285,2,0,3,23,0,0,189,161,15,9.996901278439847,0,0.1641238204467899,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,19.2,19.2
00-0022942,P.Rivers,IND,2020,14,REG,19,28,244,2,0,0,-0,0,0,255,105,10,16.309603758704416,0,0.25769884700801593,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,17.759999999999998,17.759999999999998
00-0022942,P.Rivers,IND,2020,15,REG,22,28,228,2,0,1,5,0,0,182,103,10,9.718859611960307,0,0.1926921981182109,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,17.02,17.02
00-0022942,P.Rivers,IND,2020,16,REG,21,34,270,1,1,5,32,1,1,379,131,10,-6.40298673172947,0,0.03354722457960685,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,10.8,10.8
00-0022942,P.Rivers,IND,2020,17,REG,17,27,164,1,1,0,-0,0,0,167,117,9,-0.07631048214688785,1,0.030139860699068658,2,-2,0,0,0,0,-2.501452883007005,0,0,0,0,0,0,0,0,0,0,NA,0,0,10.360000000000001,10.360000000000001
00-0022942,P.Rivers,IND,2020,18,POST,27,46,309,2,0,0,-0,0,0,352,115,17,13.753330371154018,1,0.12923081512945617,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,22.259999999999998,22.259999999999998
00-0023436,A.Smith,WAS,2020,5,REG,9,17,37,0,0,6,31,1,0,97,39,2,-20.420169856102532,0,-0.047510009469273515,1,1,0,0,0,0,-0.7329316413961351,0,0,0,0,0,0,0,0,0,0,NA,0,0,1.58,1.58
00-0023436,A.Smith,WAS,2020,9,REG,24,32,325,1,3,2,22,0,0,107,235,12,2.1166402583500536,0,0.06773309862240494,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,11,11
00-0023436,A.Smith,WAS,2020,10,REG,38,55,390,0,0,2,15,0,0,324,197,22,16.134173344976695,0,0.1685385165947578,2,4,0,0,0,0,0.11694733239710331,0,0,0,0,0,0,0,0,0,0,NA,0,0,16,16
00-0023436,A.Smith,WAS,2020,11,REG,17,25,166,1,1,2,5,0,0,143,97,9,-3.5345373539519414,0,0.02573759575156782,3,-3,0,0,0,0,-1.4471101911331061,0,0,0,0,0,0,0,0,0,0,NA,0,0,8.34,8.34
00-0023436,A.Smith,WAS,2020,12,REG,19,26,149,1,1,3,21,0,0,92,82,5,-7.065424922241432,0,0.07482497223369386,3,1,0,0,0,0,-3.6632005923893303,0,0,0,0,0,0,0,0,0,0,NA,0,0,8.06,8.06
00-0023436,A.Smith,WAS,2020,13,REG,31,46,296,1,0,3,23,0,0,265,168,12,0.34774186048493005,0,0.057794644135679196,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,15.84,15.84
00-0023436,A.Smith,WAS,2020,14,REG,8,19,57,0,1,1,5,0,0,157,34,4,-12.038530225956851,0,-0.07088090495186612,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0.28000000000000025,0.28000000000000025
00-0023436,A.Smith,WAS,2020,17,REG,22,32,162,2,2,3,17,0,0,101,97,8,-8.247725843676289,0,0.04929864951337905,1,0,0,1,0,0,-0.7077683318639174,0,0,0,0,0,0,0,0,0,0,NA,0,0,10.48,10.48
00-0023459,A.Rodgers,GB,2020,1,REG,32,44,364,4,0,0,-0,0,0,391,155,17,17.967952948422433,0,0.2707169563705769,1,2,0,0,0,1,1.9661847822135314,0,0,0,0,0,0,0,0,0,0,NA,0,0,30.76,30.76
00-0023459,A.Rodgers,GB,2020,2,REG,18,30,240,2,0,1,11,0,0,277,100,13,14.773186671961504,0,0.16557299391689875,2,12,0,0,0,0,0.4613476056838408,0,1,1,-6,0,0,0,-4,-2,0,-1.355170501046814,0,0,18.200000000000003,19.200000000000003
00-0023459,A.Rodgers,GB,2020,3,REG,21,32,283,3,0,1,12,0,0,288,151,14,10.888455769751056,0,0.23505194625965692,2,12,0,0,0,1,0.2033171568182297,0,0,0,0,0,0,0,0,0,0,NA,0,0,24.52,24.52
00-0023459,A.Rodgers,GB,2020,4,REG,27,33,327,4,0,1,12,0,0,285,173,17,25.907597289926347,0,0.36090155463140317,1,5,0,0,0,0,0.030123267555609345,0,0,0,0,0,0,0,0,0,0,NA,0,0,29.58,29.58
00-0023459,A.Rodgers,GB,2020,6,REG,16,35,160,0,2,4,42,0,0,298,81,9,-15.28974378815582,0,-0.0373512102849919,2,14,0,0,0,1,2.061325789487455,0,0,0,0,0,0,0,0,0,0,NA,0,0,3.8000000000000007,3.8000000000000007
00-0023459,A.Rodgers,GB,2020,7,REG,23,34,283,4,0,0,-0,0,0,233,167,15,17.992355442402186,0,0.21445243342362516,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,27.32,27.32
00-0023459,A.Rodgers,GB,2020,8,REG,27,41,291,3,0,1,-0,1,1,334,125,17,10.245554649154656,0,0.13925620780701253,2,9,0,0,0,1,-0.264419675571844,0,0,0,0,0,0,0,0,0,0,NA,0,0,22.54,22.54
00-0023459,A.Rodgers,GB,2020,9,REG,25,31,305,4,0,1,11,0,0,229,131,13,19.74902956562049,0,0.35989661301177595,1,7,0,0,0,1,1.203835722990334,0,0,0,0,0,0,0,0,0,0,NA,0,0,28.900000000000002,28.900000000000002
00-0023459,A.Rodgers,GB,2020,10,REG,24,34,325,2,1,1,10,0,0,212,237,11,6.358336266749454,0,0.1488335838727987,3,4,1,0,0,1,0.39759661932475865,0,0,0,0,0,0,0,0,0,0,NA,0,0,25.4,25.4
